"","Data_Collection_Season","Date","Proj.Plot","Grid","Plant_tag","X_Coord","Y_Coord","Tool","POM","DBH_mm","Height_m","Veg_Type","Notes","ID"
"4845","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","2207",0.8,2.8,"CP",1.3,23,4.4,"Sapling","","ECH  18"
"4846","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","348",3.4,2.3,"CP",0.3,25,2.76,"Sapling","","Quassia africana"
"4847","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","348",3.4,2.3,"CP",0.3,25,2.76,"Sapling","","ECH  19"
"4848","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","350",3.8,2,"CP",0.3,24,3.5,"","","Klaineanthus gaboniae"
"4849","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","360",4.1,2.3,"CP",0.3,26,3.7,"Sapling","","ECH  18"
"4850","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","364",4.4,2.3,"CP",0.3,4,2.3,"Liana","","Clenetris sp 1"
"4851","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","367",0.2,0.9,"CP",1.3,18,3.46,"Sapling","","Diogoa zenkeri"
"4852","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","371",0.1,3.6,"CP",0.3,23,2.25,"Sapling","","Crudia gabonensis"
"4853","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","373",3,3.9,"CP",0.3,7,1.6,"Sapling","","ECH  64"
"4854","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","373",3.9,5,"CP",1.3,34,3.67,"Sapling","","ECH  64"
"4855","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","373",3.9,5,"CP",1.3,34,3.67,"Sapling","","ECH  64"
"4856","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","377",1.6,3,"CP",0.3,20,2.15,"Sapling","","Plagiostyles africana"
"4857","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","381",1.9,4.4,"CP",0.3,3,3.6,"Liana","","ECH  21"
"4858","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","388",3.7,5,"CP",0.3,5,2.15,"Liana","","Agelaea paradoxa"
"4859","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","389",4.8,5,"CP",1.3,6,25,"Liana","",""
"4860","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","389",4.8,5,"CP",1.3,6,25,"Liana","",""
"4861","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","394",3.6,5,"CP",0.3,7,1.6,"Sapling","","Centroplacus glaucinus"
"4862","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","395",3.2,NA,"CP",0.3,NA,1.6,"Liana","","Dalhousiea africana"
"4863","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","396",3.2,5,"CP",0.3,7,1.8,"Sapling","","Centroplacus glaucinus"
"4864","Nov_Dec_2021",2021-11-18,"DF_5A","C2/D3","397",3.1,5,"CP",0.3,9,2.07,"Sapling","","Centroplacus glaucinus"
"4865","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","165",2.5,1.25,"CP",0.1,3.6,0.35,"","","Diospyros zenkeri"
"4866","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","2201",4.25,1.4,"DBH",1.3,525.78,6,"","","Klaineanthus gaboniae"
"4867","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","2202",4,2.62,"CP",1.3,18.9,3.8,"","","Quassia africana"
"4868","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","2202",4,2.62,"CP",1.3,18.9,3.8,"","","Quassia africana"
"4869","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","2208",4,5,"DBH",1.3,309.88,8,"","","Scorodophloeus zenkeri"
"4870","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","2209",0.9,5,"DBH",1.3,157.48,8,"","","Pentaclethra eetveldeana"
"4871","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","299",3.9,0.3,"CP",1.3,18.6,3.5,"","","Quassia africana"
"4872","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","300",3.6,0.38,"CP",0.3,14.3,1.9,"","","ECH  31"
"4873","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","392",4.75,0,"CP",0.3,19.2,2.25,"","","Cola sp 1"
"4874","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","433",4.3,1.3,"CP",0.3,12.6,1.64,"","","ECH  90"
"4875","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","434",4.35,2.4,"CP",0.05,4,3.8,"","",""
"4876","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","450",2.3,0.5,"CP",0.3,21,1.8,"","",""
"4877","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","478",5,3,"CP",0.3,7,3.5,"","","Agelaea paradoxa"
"4878","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","619",4.2,4.1,"CP",0.3,8,1.33,"","","Centroplacus glaucinus"
"4879","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","635",2.5,0.25,"CP",0.1,28.4,1.9,"","","Crudia gabonensis"
"4880","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","638",2.05,3.36,"CP",0.3,10,1.4,"","","Centroplacus glaucinus"
"4881","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","644",4.7,0.85,"CP",0.1,2.1,1.3,"","",""
"4882","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","662",1.3,0.6,"CP",0.3,2,1.19,"","",""
"4883","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","664",0.8,0.5,"CP",0.3,7,1.2,"","","ECH  21"
"4884","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","909",3.2,3.3,"CP",1.3,26,5.5,"","","Centroplacus glaucinus"
"4885","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC01",3.85,1.3,"CP",0.1,8,0.28,"","","Dracaena aubryana"
"4886","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC02",5,2.75,"CP",0.1,4.6,0.57,"","","Quassia africana"
"4887","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC03",3.3,1.7,"CP",0.1,3.8,0.16,"","","ECH  21"
"4888","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC04",0.4,1.85,"CP",0.1,6,1.1,"","","ECH  24"
"4889","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC04",0.4,1.85,"CP",0.1,6,1.1,"","","ECH  52"
"4890","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC04",0.95,0.9,"CP",0.1,2.8,0.17,"","","ECH  24"
"4891","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC04",0.95,0.9,"CP",0.1,2.8,0.17,"","","ECH  52"
"4892","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC05",0.35,2.5,"CP",0.05,2.4,0.2,"","","ECH  24"
"4893","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC05",0.35,2.5,"CP",0.05,2.4,0.2,"","","ECH  31"
"4894","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC05",2.1,0.55,"CP",0.1,2,0.45,"","","ECH  24"
"4895","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC05",2.1,0.55,"CP",0.1,2,0.45,"","","ECH  31"
"4896","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC06",2.2,0.18,"CP",0.1,7.9,0.9,"","","Chytranthus talbotii"
"4897","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC07",2.15,1.8,"CP",0.1,3,0.25,"","","Pancovia pedicellaris"
"4898","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC10",2.5,0.6,"CP",0.1,3.5,0.5,"","","Olyra latifolia"
"4899","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC11",3.3,2.47,"CP",0.1,9.2,0.44,"","","Garcinia afzelli"
"4900","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC11",3.3,2.47,"CP",0.1,9.2,0.44,"","","Olyra latifolia"
"4901","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC11",1,1.45,"CP",0.05,2,0.25,"","","Garcinia afzelli"
"4902","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC11",1,1.45,"CP",0.05,2,0.25,"","","Olyra latifolia"
"4903","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC13",3.1,2.17,"CP",0.1,6.3,0.37,"","","ECH  21"
"4904","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC14",3.1,2.5,"CP",0.1,4.1,0.4,"","","Centroplacus glaucinus"
"4905","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC14",3.1,2.5,"CP",0.1,4.1,0.4,"","","Alchornea floribunda"
"4906","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC14",1.1,3.7,"CP",0.1,3,0.26,"","","Centroplacus glaucinus"
"4907","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC14",1.1,3.7,"CP",0.1,3,0.26,"","","Alchornea floribunda"
"4908","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC15",1.8,2.4,"CP",0.1,3.6,0.3,"","",""
"4909","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC16",2.95,0.3,"CP",0.05,1.7,0.14,"","","Olyra latifolia"
"4910","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC16",2.95,0.3,"CP",0.05,1.7,0.14,"","","Thomandersia congolana"
"4911","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC16",0.5,1.5,"CP",0.1,3.4,0.6,"","","Olyra latifolia"
"4912","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC16",0.5,1.5,"CP",0.1,3.4,0.6,"","","Thomandersia congolana"
"4913","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC17",2.85,0.35,"CP",0.1,4.7,0.28,"","","Landolphia incerta"
"4914","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC18",1.75,2.85,"CP",0.05,2.1,0.15,"","","ECH  24"
"4915","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC19",2.15,0.21,"CP",0.1,5.2,0.85,"","","Alchornea floribunda"
"4916","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC19",2.15,0.21,"CP",0.1,5.2,0.85,"","","ECH  52"
"4917","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC20",2.7,1.24,"CP",0.1,3.8,0.35,"","","ECH  24"
"4918","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC20",2.7,1.24,"CP",0.1,3.8,0.35,"","","Olyra latifolia"
"4919","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC20",0.65,2.5,"CP",0.1,9,0.53,"","","ECH  24"
"4920","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC20",0.65,2.5,"CP",0.1,9,0.53,"","","Olyra latifolia"
"4921","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC80",3.75,2.37,"CP",0.1,6.6,0.25,"","",""
"4922","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC90",1.15,4,"CP",0.1,3.9,0.4,"","",""
"4923","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BC90",2.85,2.3,"CP",0.05,1.1,0.1,"","",""
"4924","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL01",2.8,2.77,"CP",0.1,4,0.37,"","","ECH  43"
"4925","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL01",2.8,2.77,"CP",0.1,4,0.37,"","","ECH  23"
"4926","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL01",1.25,3.9,"CP",0.1,8.8,1.2,"","","ECH  43"
"4927","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL01",1.25,3.9,"CP",0.1,8.8,1.2,"","","ECH  23"
"4928","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL02",0.25,2.56,"CP",0.1,6,0.5,"","","Quassia africana"
"4929","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL02",0.25,2.56,"CP",0.1,6,0.5,"","","ECH  52"
"4930","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL02",5,2.4,"CP",0.1,5.1,0.67,"","","Quassia africana"
"4931","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL02",5,2.4,"CP",0.1,5.1,0.67,"","","ECH  52"
"4932","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL03",1.4,2,"CP",0.05,1.6,0.13,"","","Agelaea paradoxa"
"4933","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL03",1.4,2,"CP",0.05,1.6,0.13,"","","Fern sp 1"
"4934","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL03",1.4,2,"CP",0.05,1.6,0.13,"","","Dracaena aubryana"
"4935","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL03",5,1.5,"CP",0.1,14,0.67,"","","Agelaea paradoxa"
"4936","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL03",5,1.5,"CP",0.1,14,0.67,"","","Fern sp 1"
"4937","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL03",5,1.5,"CP",0.1,14,0.67,"","","Dracaena aubryana"
"4938","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL03",0.5,3.5,"CP",0.05,1,0.2,"","","Agelaea paradoxa"
"4939","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL03",0.5,3.5,"CP",0.05,1,0.2,"","","Fern sp 1"
"4940","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL03",0.5,3.5,"CP",0.05,1,0.2,"","","Dracaena aubryana"
"4941","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL04",4.1,3.75,"CP",0.1,3,0.25,"","","Pancovia pedicellaris"
"4942","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL04",4.1,3.75,"CP",0.1,3,0.25,"","","Agelaea paradoxa"
"4943","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL04",4.1,3.75,"CP",0.1,3,0.25,"","","ECH  24"
"4944","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL04",1.65,2.5,"CP",0.1,4.1,0.5,"","","Pancovia pedicellaris"
"4945","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL04",1.65,2.5,"CP",0.1,4.1,0.5,"","","Agelaea paradoxa"
"4946","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL04",1.65,2.5,"CP",0.1,4.1,0.5,"","","ECH  24"
"4947","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL04",1.75,1.75,"CP",0.05,2.4,0.28,"","","Pancovia pedicellaris"
"4948","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL04",1.75,1.75,"CP",0.05,2.4,0.28,"","","Agelaea paradoxa"
"4949","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL04",1.75,1.75,"CP",0.05,2.4,0.28,"","","ECH  24"
"4950","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL05",4.1,3.75,"CP",0.1,3,0.24,"","","ECH  24"
"4951","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL05",4.1,3.75,"CP",0.1,3,0.24,"","","Olyra latifolia"
"4952","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL05",1.4,2.15,"CP",0.1,3.3,1,"","","ECH  24"
"4953","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL05",1.4,2.15,"CP",0.1,3.3,1,"","","Olyra latifolia"
"4954","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL07",0.6,1.85,"CP",0.1,3.4,0.45,"","","Diospyros zenkeri"
"4955","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL07",0.6,1.85,"CP",0.1,3.4,0.45,"","","ECH  21"
"4956","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL07",2.9,1.9,"CP",0.1,1.6,0.14,"","","Diospyros zenkeri"
"4957","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL07",2.9,1.9,"CP",0.1,1.6,0.14,"","","ECH  21"
"4958","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL08",3.6,2.4,"CP",0.05,1.6,0.13,"","","Chytranthus talbotii"
"4959","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL09",3.35,2.8,"CP",0.1,3,0.38,"","","ECH  24"
"4960","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL09",3.35,2.8,"CP",0.1,3,0.38,"","","Chytranthus talbotii"
"4961","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL09",1.2,4,"CP",0.3,11,1.4,"","","ECH  24"
"4962","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL09",1.2,4,"CP",0.3,11,1.4,"","","Chytranthus talbotii"
"4963","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL11",2.4,2.45,"CP",0.1,5.1,0.37,"","","Thomandersia congolana"
"4964","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL12",3.51,3.37,"CP",0.1,3.7,0.27,"","","Thomandersia congolana"
"4965","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL13",1.15,3.3,"CP",0.3,12,1,"","","Thomandersia congolana"
"4966","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL13",1.15,3.3,"CP",0.3,12,1,"","","Holmania denquelmaniana"
"4967","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL13",2.7,2.75,"CP",0.1,4.6,0.33,"","","Thomandersia congolana"
"4968","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL13",2.7,2.75,"CP",0.1,4.6,0.33,"","","Holmania denquelmaniana"
"4969","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL15",2.85,3.5,"CP",0.1,6,0.9,"","","ECH  21"
"4970","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL15",2.85,3.5,"CP",0.1,6,0.9,"","","Dracaena aubryana"
"4971","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL15",2.85,3.5,"CP",0.1,6,0.9,"","","ECH  19"
"4972","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL15",4.9,1.18,"CP",0.1,7.4,0.75,"","","ECH  21"
"4973","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL15",4.9,1.18,"CP",0.1,7.4,0.75,"","","Dracaena aubryana"
"4974","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL15",4.9,1.18,"CP",0.1,7.4,0.75,"","","ECH  19"
"4975","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL17",4.7,0.2,"CP",0.1,2.3,0.17,"","","Thomandersia congolana"
"4976","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL17",4.7,0.2,"CP",0.1,2.3,0.17,"","","Holmania denquelmaniana"
"4977","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL17",3,4,"CP",0.1,3,0.57,"","","Thomandersia congolana"
"4978","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL17",3,4,"CP",0.1,3,0.57,"","","Holmania denquelmaniana"
"4979","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL18",0.4,2.9,"CP",0.05,2.7,0.18,"","","ECH  24"
"4980","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL18",0.4,2.9,"CP",0.05,2.7,0.18,"","","ECH  24"
"4981","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL18",0.4,2.9,"CP",0.05,2.7,0.18,"","","Baphia leptobotrys"
"4982","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL18",0.4,2.9,"CP",0.05,2.7,0.18,"","","ECH  24"
"4983","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL18",4.1,4.53,"CP",0.1,3.8,0.25,"","","ECH  24"
"4984","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL18",4.1,4.53,"CP",0.1,3.8,0.25,"","","ECH  24"
"4985","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL18",4.1,4.53,"CP",0.1,3.8,0.25,"","","Baphia leptobotrys"
"4986","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL18",4.1,4.53,"CP",0.1,3.8,0.25,"","","ECH  24"
"4987","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL20",3.7,0.15,"CP",0.1,2,0.2,"","","Olyra latifolia"
"4988","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL20",3.7,0.15,"CP",0.1,2,0.2,"","","Grewia coriacea"
"4989","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL20",3.7,0.15,"CP",0.1,2,0.2,"","","ECH  21"
"4990","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL20",4.7,3.25,"CP",0.1,5.1,0.72,"","","Olyra latifolia"
"4991","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL20",4.7,3.25,"CP",0.1,5.1,0.72,"","","Grewia coriacea"
"4992","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL20",4.7,3.25,"CP",0.1,5.1,0.72,"","","ECH  21"
"4993","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL90",0.65,2.9,"CP",0.05,2,0.16,"","",""
"4994","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","BL90",4.35,3.57,"CP",0.1,2,0.27,"","",""
"4995","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN01",5,1,"CP",0.3,7.5,0.92,"","","Dracaena aubryana"
"4996","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN02",4.5,5,"CP",0.1,4.3,0.5,"","","ECH  21"
"4997","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN02",4.5,5,"CP",0.1,4.3,0.5,"","","Agelaea paradoxa"
"4998","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN02",0.6,0.1,"CP",0.1,3.3,0.3,"","","ECH  21"
"4999","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN02",0.6,0.1,"CP",0.1,3.3,0.3,"","","Agelaea paradoxa"
"5000","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN03",2.95,2,"CP",0.1,11,0.9,"","","ECH  58"
"5001","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN04",2.4,3.7,"CP",0.1,4,0.45,"","","Cnestis ferruginea"
"5002","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN05",3.35,0.87,"CP",0.1,5.1,0.29,"","",""
"5003","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN06",3.15,1.3,"CP",0.1,5.1,0.25,"","","Pausinystalia amburga"
"5004","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN07",2.1,0.58,"CP",0.05,2,0.18,"","","ECH  21"
"5005","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN08",1.35,1.6,"CP",0.1,9,0.95,"","","Quassia africana"
"5006","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN08",1.35,1.6,"CP",0.1,9,0.95,"","","Alchornea floribunda"
"5007","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN08",2.1,1.75,"CP",0.1,3.5,0.17,"","","Quassia africana"
"5008","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN08",2.1,1.75,"CP",0.1,3.5,0.17,"","","Alchornea floribunda"
"5009","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN10",0.95,0.7,"CP",0.05,2,0.12,"","","ECH  52"
"5010","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN11",4.35,0.9,"CP",0.05,9.2,0.2,"","","Dracaena aubryana"
"5011","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN11",4.35,0.9,"CP",0.05,9.2,0.2,"","","Petersianthus macrocarpus"
"5012","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN11",0.7,0.38,"CP",0.1,2,0.17,"","","Dracaena aubryana"
"5013","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN11",0.7,0.38,"CP",0.1,2,0.17,"","","Petersianthus macrocarpus"
"5014","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN12",0.75,0.1,"CP",0.1,2.1,0.2,"","","Geophila afzelii"
"5015","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN12",0.75,0.1,"CP",0.1,2.1,0.2,"","","Strombosia pustulata"
"5016","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN13",0.2,0.1,"CP",0.05,2,0.15,"","","Holmania denquelmaniana"
"5017","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN13",0.2,0.1,"CP",0.05,2,0.15,"","","ECH  24"
"5018","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN14",1.8,3.24,"CP",0.1,3.8,0.2,"","","Diogoa zenkeri"
"5019","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN14",1.8,3.24,"CP",0.1,3.8,0.2,"","","Thomandersia congolana"
"5020","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN15",2.9,2.3,"CP",0.1,3,0.6,"","","ECH  21"
"5021","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN15",0.4,0.1,"CP",0.1,3,0.4,"","","ECH  21"
"5022","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN16",0.95,0.33,"CP",0.05,3.3,0.2,"","","Olyra latifolia"
"5023","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN17",3.9,0.25,"CP",0.05,1.2,0.12,"","","Fern sp 1"
"5024","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN18",2.7,0.4,"CP",0.1,3.7,0.24,"","","Diogoa zenkeri"
"5025","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN18",0.9,0.4,"CP",0.1,4.4,0.49,"","","Diogoa zenkeri"
"5026","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN19",2.85,0.65,"CP",0.05,2.8,0.17,"","","Baphia leptobotrys"
"5027","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN20",4.75,0.4,"CP",0.1,3,0.16,"","","Dalhousiea africana"
"5028","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","JN60",1.85,1.48,"CP",0.05,3,0.2,"","","Dalhousiea africana"
"5029","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","RG01",4,1.1,"CP",0.1,8.9,0.25,"","","Dracaena aubryana"
"5030","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","RG01",4,1.1,"CP",0.1,8.9,0.25,"","","Dracaena aubryana"
"5031","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","RG01",4,1.1,"CP",0.1,8.9,0.25,"","","Dracaena aubryana"
"5032","Nov_Dec_2021",2021-11-19,"DF_5A","C3/D4","RG02",3.85,1.27,"CP",0.1,3.4,0.29,"","","Thomandersia congolana"
