Expedition,Data_entry,Date (dd/mm/yyyy),File_name,Date (dd/mm/yyyy),Note_taker,Project,Plot,Grid,TAG_SUM,Plant_tag,X_coord,Y_coord,Tool,POM,DBH (mm),Height (meters),Type_Field,Note_Field,ID,Treatment
Summer_2021,Jessica,04/10/21,IMG_1693,15/07/2021,Yan,DF,3A,H2/I3,DF_3A_H2/I3_7665,7665,2.20,4.40,CP,0.30,5.70,1.50,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2316,2316,2.40,4.70,CP,0.30,11.70,2.80,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2330,2330,0.90,4.90,CP,0.30,5.30,2.80,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2320,2320,0.95,4.30,CP,0.30,4.30,1.85,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2325,2325,1.00,4.30,CP,0.30,17.70,2.40,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2317,2317,0.75,3.60,CP,0.30,10.60,1.90,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2304,2304,0.70,3.00,CP,0.30,9.70,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2361,2361,0.65,2.70,CP,0.40,15.30,2.60,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2362,2362,0.60,2.20,CP,1.30,22.40,2.60,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2305,2305,0.75,1.80,CP,1.00,24.80,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2374,2374,0.60,1.40,CP,0.30,6.40,1.80,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_5897,5897,0.70,2.70,CP,1.00,10.20,1.70,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_5882,5882,0.60,4.70,CP,1.00,11.40,1.70,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_5837,5837,1.00,5.00,CP,0.30,10.10,1.70,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_2782,2782,1.30,4.90,CP,0.30,8.70,1.50,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_5894,5894,2.45,4.30,CP,0.40,18.40,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_5898,5898,3.00,3.80,CP,1.30,39.40,6.00,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_2398,2398,2.45,3.00,CP,0.40,11.70,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_2322,2322,1.80,1.70,CP,0.30,9.20,1.50,Liana,measured at biggest fork,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_2363,2363,1.00,0.60,CP,0.30,6.20,3.10,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_2306,2306,1.30,0.50,CP,1.30,19.70,3.50,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1694,15/07/2021,Yan,DF,3A,G2/H3,DF_3A_G2/H3_2387,2387,2.40,1.20,CP,0.40,12.90,1.80,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2964,2964,2.35,3.80,CP,0.40,9.60,2.50,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2501,2501,2.10,4.00,CP,0.30,9.70,2.50,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_6915,6915,1.75,4.80,CP,0.40,11.90,1.80,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2972,2972,1.60,4.10,CP,1.20,46.70,32.00,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2916,2916,2.70,5.00,DBH,2.20,689.00,35.00,Tree,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7969,7969,4.40,4.50,CP,1.00,24.50,3.60,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7556,7556,4.10,4.50,CP,0.40,8.30,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_6977,6977,4.00,4.40,CP,0.40,11.80,2.30,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2542,2542,4.40,3.50,CP,0.30,11.70,1.50,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7954,7954,4.80,3.00,CP,0.30,13.90,1.80,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7746,7746,4.70,5.00,CP,0.30,6.30,3.60,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2353,2353,4.60,1.00,CP,0.50,30.70,3.10,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2373,2373,3.60,0.90,CP,0.30,9.70,1.60,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2327,2327,2.90,1.80,CP,0.30,6.40,1.80,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2334,2334,3.20,2.20,CP,1.30,15.50,3.20,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2369,2369,2.80,2.50,CP,0.40,14.50,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2368,2368,2.10,3.00,CP,0.30,8.20,1.80,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2349,2349,1.85,2.60,CP,0.30,8.40,2.75,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2328,2328,1.90,2.90,CP,0.30,14.90,1.90,Sapling,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_2347,2347,1.70,3.20,CP,0.30,13.50,3.20,Liana,,#N/A,LME
Summer_2021,Jessica,04/10/21,IMG_1695,15/07/2021,Yan,DF,3A,F2/G3,DF_3A_F2/G3_7565,7565,3.85,3.90,CP,1.30,30.60,3.80,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2980,2980,0.25,2.70,CP,0.30,9.90,3.40,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7603,7603,0.60,2.40,CP,1.30,23.70,3.70,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2995,2995,0.20,2.80,CP,0.30,8.40,3.70,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7648,7648,1.65,3.00,CP,1.30,9.20,2.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_4033,4033,2.00,1.80,CP,0.40,14.60,2.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2090,2090,2.10,1.20,CP,0.40,12.50,2.40,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2948,2948,2.15,1.10,CP,1.00,14.70,2.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_3623,3623,2.30,1.00,CP,0.30,6.90,1.80,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2986,2986,2.30,1.00,CP,0.40,25.70,3.80,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7618,7618,2.25,1.40,DBH,1.30,71.00,10.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7043,7043,1.95,0.80,CP,0.30,10.40,1.70,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7697,7697,1.70,0.20,CP,0.30,10.10,1.70,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7754,7754,2.10,0.10,CP,0.30,15.60,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7998,7998,2.65,0.90,CP,1.30,32.80,4.70,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7032,7032,3.20,1.40,CP,0.30,9.40,1.80,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7519,7519,3.85,0.30,CP,0.30,11.30,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7536,7536,4.10,0.20,CP,1.30,17.20,2.80,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_7990,7990,4.30,1.00,CP,1.30,11.40,1.80,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2596,2596,4.40,1.70,CP,1.00,16.60,1.58,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2589,2589,2.40,2.10,DBH,1.30,229.00,23.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1696,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2546,2546,3.60,2.80,DBH,1.50,504.00,30.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_3616,3616,2.70,0.60,CP,0.30,13.70,1.80,Sapling,measured at biggest fork,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_3684,3684,4.10,3.30,CP,0.30,12.20,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_7870,7870,3.90,3.40,DBH,1.30,65.00,15.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_3629,3629,4.95,3.20,CP,0.30,12.20,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_6055,6055,5.00,3.70,CP,0.30,9.70,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_5832,5832,5.00,4.30,CP,0.30,14.60,2.20,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_3650,3650,3.50,5.00,DBH,2.10,905.00,25.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_5429,5429,2.00,1.00,CP,0.30,15.50,2.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_2095,2095,2.00,1.30,DBH,1.84,657.00,27.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_2093,2093,4.10,1.30,CP,0.30,17.90,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_2072,2072,3.80,1.20,CP,0.30,7.30,1.50,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_244,244,4.60,0.80,CP,0.40,12.40,2.10,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_4055,4055,4.70,0.30,CP,0.30,3.10,1.80,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_2055,2055,2.90,2.00,CP,0.30,8.20,1.90,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_2034,2034,2.50,2.10,CP,0.30,7.30,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_208,208,3.00,3.00,CP,1.30,28.70,1.70,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_2007,2007,3.00,3.00,CP,0.30,34.80,2.70,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_2013,2013,3.40,3.90,CP,0.40,11.10,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_2030,2030,4.70,4.10,CP,1.30,30.90,6.00,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,D2/E3,DF_3A_D2/E3_2534,2534,5.00,3.50,CP,0.30,10.20,6.00,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1697,15/07/2021,Yan,DF,3A,E2/F3,DF_3A_E2/F3_2953,2953,0.60,1.30,CP,1.30,9.70,3.60,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,A2/B3,DF_3A_A2/B3_5842,5842,2.00,1.00,DBH,1.30,605.00,25.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,A2/B3,DF_3A_A2/B3_5808,5808,3.75,0.20,CP,1.30,42.70,15.00,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,A2/B3,DF_3A_A2/B3_5824,5824,2.75,1.00,CP,0.30,13.30,2.30,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,A2/B3,DF_3A_A2/B3_5804,5804,4.00,0.80,CP,0.30,13.80,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,A2/B3,DF_3A_A2/B3_7661,7661,4.60,3.00,CP,0.40,19.60,1.80,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,A2/B3,DF_3A_A2/B3_5823,5823,3.45,2.80,CP,0.40,9.10,1.70,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,A2/B3,DF_3A_A2/B3_5822,5822,1.60,2.00,CP,0.30,6.10,2.30,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,A2/B3,DF_3A_A2/B3_5853,5853,1.65,2.40,CP,1.30,24.90,3.10,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,A2/B3,DF_3A_A2/B3_5802,5802,0.30,3.90,CP,1.30,22.70,3.80,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,B2/C3,DF_3A_B2/C3_7617,7617,2.90,4.00,CP,1.30,34.70,3.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,B2/C3,DF_3A_B2/C3_3604,3604,4.60,5.00,CP,1.30,16.90,3.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,B2/C3,DF_3A_B2/C3_6934,6934,2.75,1.20,CP,0.30,14.40,1.50,Sapling,measured at biggest fork,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,B2/C3,DF_3A_B2/C3_7989,7989,2.60,2.10,CP,1.30,19.60,2.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,B2/C3,DF_3A_B2/C3_7693,7693,2.80,0.80,CP,1.30,33.50,6.00,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,B2/C3,DF_3A_B2/C3_5851,5851,0.70,3.20,DBH,1.30,120.00,15.00,Tree,measured at biggest fork,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,B2/C3,DF_3A_B2/C3_5801,5801,0.40,3.00,DBH,1.30,364.00,20.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,B2/C3,DF_3A_B2/C3_7633,7633,1.85,0.70,CP,0.30,7.80,2.00,Liana,measured at biggest fork,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_7957,7957,0.30,4.00,CP,0.30,15.10,2.00,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_3658,3658,0.50,4.30,DBH,1.30,61.00,15.00,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_7739,7739,0.40,0.10,DBH,1.30,423.00,25.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1698,15/07/2021,Yan,DF,3A,C2/D3,DF_3A_C2/D3_7865,7865,1.80,0.10,DBH,1.30,514.00,30.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_7119,7119,3.10,5.00,CP,0.30,11.60,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7195,7195,0.40,2.00,CP,1.30,8.60,1.80,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7742,7742,1.40,2.50,CP,0.30,14.80,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_3624,3624,2.30,3.10,CP,0.30,13.50,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7876,7876,0.70,1.20,DBH,1.30,114.30,9.00,Tree,"DBH IN INCHES, estimated height",#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7100,7100,1.20,0.50,CP,0.30,6.20,9.00,Liana,estimated height,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7918,7918,0.90,1.10,CP,1.30,7.50,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_2945,2945,0.60,0.70,DBH,1.30,78.74,25.00,Liana,"DBH IN INCHES, estimated height",#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7980,7980,2.50,0.40,CP,0.30,13.50,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7703,7703,4.80,0.80,CP,1.30,28.20,2.10,Sapling,estimated height,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_2556,2556,4.30,4.20,CP,0.30,33.80,1.70,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7651,7651,2.50,4.10,CP,1.30,7.60,1.82,Liana,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7537,7537,1.90,3.90,CP,0.30,4.50,6.00,Liana,estimated height,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1699,17/07/2021,Vincent,DF,3A,J9/K10,DF_3A_J9/K10_7882,7882,2.90,3.60,CP,1.30,23.50,2.10,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,H9/I10,DF_3A_H9/I10_7719,7719,4.60,2.10,CP,1.30,6.70,1.70,Sapling,Otanga,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,H9/I10,DF_3A_H9/I10_7014,7014,4.90,0.50,DBH,1.30,81.28,16.00,Tree,DBH IN INCHES ,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,H9/I10,DF_3A_H9/I10_7540,7540,3.95,3.60,CP,0.30,13.80,1.70,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_7125,7125,3.55,0.80,CP,1.30,22.50,2.20,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_7389,7389,2.50,0.70,CP,1.30,8.40,1.70,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_7128,7128,2.35,0.70,CP,1.30,8.50,1.50,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_7190,7190,1.50,0.60,CP,1.30,22.60,6.00,Tree,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_7509,7509,0.30,2.50,DBH,1.30,55.88,25.00,Liana,DBH IN INCHES ,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_7338,7338,0.80,2.30,DBH,1.85,312.42,25.00,Tree,DBH IN INCHES ,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_4059,4059,0.80,1.60,DBH,2.20,474.98,25.00,Tree,DBH IN INCHES ,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_7118,7118,4.40,3.30,CP,1.30,7.80,1.70,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_2023,2023,4.10,4.20,CP,0.30,11.40,1.60,Sapling,,#N/A,LME
Summer_2021,Jessica,05/10/21,IMG_1700,16/07/2021,Mishka,DF,3A,I9/J10,DF_3A_I9/J10_7127,7127,4.60,4.80,CP,0.30,9.60,1.70,Liana,,#N/A,LME
